"","Codes","Description","unit","Periodicity","start","last.value","source"
"6643","ST_1384200","110553 - TANGERINA (MEXERICA)","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6644","ST_1384201","110555 - UVA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6645","ST_1384202","110573 - MANGA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6646","ST_1384203","1107 - MASSAS E FARINHAS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6647","ST_1384204","110707 - FARINHA DE TRIGO ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6648","ST_1384205","110711 - FARINHA E FLOCOS DE CEREAIS","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6649","ST_1384206","110715 - MACARR?O ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6650","ST_1384207","110717 - MACARR?O INSTANT?NEO","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6651","ST_1384208","1109 - PANIFICADOS E BISCOITOS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6652","ST_1384209","110901 - BISCOITOS","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6653","ST_1384210","110911 - P?O FRANC?S ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6654","ST_1384211","110913 - P?O DE FORMA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6655","ST_1384212","110915 - P?O DE OUTROS TIPOS","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6656","ST_1384213","110917 - BOLO PRONTO","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6657","ST_1384214","110921 - P?O DOCE","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6658","ST_1384215","1111 - ADO?ANTES ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6659","ST_1384216","111101 - A??CAR REFINADO ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6660","ST_1384217","111103 - A??CAR CRISTAL","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6661","ST_1384218","1113 - DOCES E CHOCOLATES ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6662","ST_1384219","111303 - BOMBONS E CHOCOLATES","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6663","ST_1384220","111329 - BALAS E DOCES","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6664","ST_1384221","1115 - LATIC?NIOS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6665","ST_1384222","111503 - IOGURTE NATURAL OU COM POLPA DE FRUTA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6666","ST_1384223","111507 - LEITE EM P? ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6667","ST_1384224","111511 - LEITE TIPO LONGA VIDA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6668","ST_1384225","111517 - QUEIJO MU?ARELA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6669","ST_1384226","111521 - QUEIJO PRATO ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6670","ST_1384227","111522 - QUEIJO COALHO ","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6671","ST_1384228","111527 - SORVETE E PICOL?","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6672","ST_1384229","111539 - BEBIDAS L?CTEAS","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6673","ST_1384230","1117 - AVES E OVOS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6674","ST_1384231","111701 - FRANGO EM PEDA?OS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6675","ST_1384232","111703 - FRANGO INTEIRO ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6676","ST_1384233","111707 - OVOS","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6677","ST_1384234","1119 - CARNES BOVINAS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6678","ST_1384235","111909 - CH? DE DENTRO ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6679","ST_1384236","111913 - COSTELA BOVINA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6680","ST_1384237","111919 - FIL?-MIGNON ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6681","ST_1384238","111927 - CARNE MO?DA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6682","ST_1384239","111928 - MAMINHA","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6683","ST_1384240","111931 - P? / PALETA","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6684","ST_1384241","1121 - CARNES SU?NAS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6685","ST_1384242","112103 - COSTELA SU?NA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6686","ST_1384243","112109 - PERNIL SU?NO ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6687","ST_1384244","1123 - CARNES DE OUTROS ANIMAIS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6688","ST_1384245","112303 - PALETA DE CARNEIRO","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6689","ST_1384246","112305 - COSTELA DE CARNEIRO","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6690","ST_1384247","1125 - PESCADOS FRESCOS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6691","ST_1384248","112517 - FIL? DE PEIXE DE ?GUA DOCE N?O ESPECIFICADO","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6692","ST_1384249","1127 - CARNES E PEIXES INDUSTRIALIZADOS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6693","ST_1384250","112719 - LINGUI?A ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6694","ST_1384251","112723 - MORTADELA ","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6695","ST_1384252","112731 - PRESUNTO ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6696","ST_1384253","112733 - SALSICHA E SALSICH?O ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6697","ST_1384254","112761 - PAT?","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6698","ST_1384255","1129 - ?LEOS E GORDURAS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6699","ST_1384256","112903 - AZEITE","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6700","ST_1384257","112907 - MARGARINA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6701","ST_1384258","112911 - ?LEO DE SOJA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6702","ST_1384259","1131 - CONDIMENTOS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6703","ST_1384260","113113 - MAIONESE ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6704","ST_1384261","113115 - EXTRATO DE TOMATE ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6705","ST_1384262","113153 - TEMPEROS PRONTOS","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6706","ST_1384263","1133 - VEGETAIS EM CONSERVA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6707","ST_1384264","113301 - AZEITONA EM CONSERVA","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6708","ST_1384265","113309 - PALMITO EM CONSERVA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6709","ST_1384266","113355 - MILHO EM CONSERVA ","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6710","ST_1384267","1135 - BEBIDAS N?O ALCO?LICAS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6711","ST_1384268","113505 - CAF? EM P? ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6712","ST_1384269","113517 - REFRIGERANTES E ?GUA MINERAL","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6713","ST_1384270","113521 - SUCOS DE FRUTA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6714","ST_1384271","113553 - REFRESCO DE FRUTA EM P?","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6715","ST_1384272","113557 - ERVA MATE","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6716","ST_1384273","113573 - BEBIDAS DE SOJA","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6717","ST_1384274","1136 - BEBIDAS ALCO?LICAS","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6718","ST_1384275","113601 - CERVEJA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6719","ST_1384276","113605 - VINHO","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6720","ST_1384277","1137 - OUTROS G?NEROS ALIMENT?CIOS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6721","ST_1384278","113719 - SOPA DESIDRATADA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6722","ST_1384279","113755 - BATATA FRITA ","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6723","ST_1384280","1139 - ALIMENTOS PRONTOS CONGELADOS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6724","ST_1384281","113901 - ALIMENTOS PREPARADOS E CONGELADOS DE CARNE BOVINA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6725","ST_1384282","113921 - ALIMENTOS PREPARADOS E CONGELADOS DE AVES","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6726","ST_1384283","113941 - MASSAS PREPARADAS E CONGELADAS","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6727","ST_1384284","1141 - G?NEROS ALIMENT?CIOS DIET / LIGHT","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6728","ST_1384285","114104 - IOGURTE DIET / LIGHT","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6729","ST_1384286","114110 - REFRIGERANTE LIGHT / DIET","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6730","ST_1384287","114116 - P?O DE FORMA DIET / LIGHT","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6731","ST_1384288","12 - ALIMENTA??O FORA ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6732","ST_1384289","1201 - RESTAURANTES ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6733","ST_1384290","120101 - REFEI??ES EM BARES E RESTAURANTES","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6734","ST_1384291","1203 - BARES E LANCHONETES ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6735","ST_1384292","120301 - DOCES E SALGADOS","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6736","ST_1384293","120309 - SANDU?CHES","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6737","ST_1384294","120311 - SORVETES FORA DE CASA","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6738","ST_1384295","120314 - CAF? DA MANH?","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6739","ST_1384296","1207 - BEBIDAS ALCO?LICAS E N?O ALCO?LICAS","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6740","ST_1384297","120701 - SUCOS DE FRUTAS FORA DE CASA","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6741","ST_1384298","120703 - CAFEZINHO","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6742","ST_1384299","120705 - REFRIGERANTES E ?GUA MINERAL FORA DE CASA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6743","ST_1384300","120707 - CERVEJAS E CHOPPS","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6744","ST_1384301","120709 - OUTRAS BEBIDAS ALCO?LICAS","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6745","ST_1384302","2 - HABITA??O ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6746","ST_1384303","21 - ALUGUEL E ENCARGOS ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6747","ST_1384304","2101 - ALUGUEL E CONDOM?NIO ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6748","ST_1384305","210101 - ALUGUEL RESIDENCIAL ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6749","ST_1384306","210103 - CONDOM?NIO RESIDENCIAL ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6750","ST_1384307","22 - SERVI?OS P?BLICOS DE RESID?NCIA ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6751","ST_1384308","2201 - SERVI?OS P?BLICOS DE RESID?NCIA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6752","ST_1384309","220101 - TARIFA DE ELETRICIDADE RESIDENCIAL","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6753","ST_1384310","220103 - G?S DE BUJ?O","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6754","ST_1384311","220111 - TAXA DE ?GUA E ESGOTO RESIDENCIAL","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6755","ST_1384312","23 - MOBILI?RIO ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6756","ST_1384313","2301 - M?VEIS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6757","ST_1384314","230111 - M?VEIS PARA RESID?NCIA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6758","ST_1384315","2307 - COLCH?ES ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6759","ST_1384316","230703 - COLCH?ES E COLCHONETES","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6760","ST_1384317","24 - ROUPAS DE CAMA, MESA E BANHO ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6761","ST_1384318","2401 - ROUPAS DE CAMA, MESA E BANHO ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6762","ST_1384319","240103 - LEN?OL E FRONHA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6763","ST_1384320","240105 - TOALHAS EM GERAL","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6764","ST_1384321","25 - ELETRODOM?STICOS E EQUIPAMENTOS ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6765","ST_1384322","2501 - ELETRODOM?STICOS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6766","ST_1384323","250101 - AR CONDICIONADO ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6767","ST_1384324","250123 - GELADEIRA E FREEZER","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6768","ST_1384325","250129 - M?QUINA DE LAVAR ROUPAS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6769","ST_1384326","250145 - FOG?O","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6770","ST_1384327","250147 - FORNO EL?TRICO E DE MICRO-ONDAS","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6771","ST_1384328","2503 - EQUIPAMENTOS ELETR?NICOS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6772","ST_1384329","250301 - APARELHO DE SOM ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6773","ST_1384330","250305 - V?DEO GAME","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6774","ST_1384331","250317 - APARELHO DE TV","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6775","ST_1384332","250319 - COMPUTADOR E PERIF?RICOS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6776","ST_1384333","250326 - APARELHO TELEF?NICO CELULAR","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6777","ST_1384334","250329 - APARELHO DE DVD E BLU-RAY","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6778","ST_1384335","26 - UTENS?LIOS DIVERSOS ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6779","ST_1384336","2601 - ARTIGOS DE DECORA??O ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6780","ST_1384337","260101 - CORTINA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6781","ST_1384338","260115 - TAPETE","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6782","ST_1384339","2603 - LOU?AS E PANELAS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6783","ST_1384340","260305 - COPO DE VIDRO OU PL?STICO","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6784","ST_1384341","260309 - PANELAS EM GERAL ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6785","ST_1384342","260319 - PRATOS DE LOU?A","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6786","ST_1384343","2605 - OUTROS UTENS?LIOS DOM?STICOS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6787","ST_1384344","260511 - GARRAFA T?RMICA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6788","ST_1384345","260525 - PILHA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6789","ST_1384346","27 - ARTIGOS DE CONSERVA??O E REPARO ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6790","ST_1384347","2701 - MATERIAL PARA LIMPEZA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6791","ST_1384348","270101 - ?GUA SANIT?RIA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6792","ST_1384349","270105 - AMACIANTE","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6793","ST_1384350","270113 - DETERGENTE","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6794","ST_1384351","270135 - SAB?O EM BARRA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6795","ST_1384352","270137 - SAB?O EM P? ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6796","ST_1384353","2703 - MATERIAL PARA PINTURA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6797","ST_1384354","270303 - MATERIAL DE PINTURA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6798","ST_1384355","2705 - MATERIAL HIDR?ULICO ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6799","ST_1384356","270501 - MATERIAL HIDR?ULICO ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6800","ST_1384357","2707 - MATERIAL EL?TRICO ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6801","ST_1384358","270703 - L?MPADA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6802","ST_1384359","270705 - MATERIAL EL?TRICO - DIVERSOS","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6803","ST_1384360","2711 - MATERIAL PARA REPAROS DE RESID?NCIA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6804","ST_1384361","271101 - MATERIAL PARA REPAROS DE RESID?NCIA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6805","ST_1384362","28 - SERVI?OS DE RESID?NCIA ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6806","ST_1384363","2801 - EMPREGADOS DOM?STICOS","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6807","ST_1384364","280101 - EMPREGADA DOM?STICA DIARISTA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6808","ST_1384365","280103 - EMPREGADA DOM?STICA MENSALISTA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6809","ST_1384366","2803 - OUTROS SERVI?OS DE RESID?NCIA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6810","ST_1384367","280307 - CONSERTO DE ELETRODOM?STICOS","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6811","ST_1384368","2805 - M?O DE OBRA PARA REPAROS EM RESID?NCIA","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6812","ST_1384369","280501 - M?O DE OBRA PARA REPAROS EM RESID?NCIA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6813","ST_1384370","3 - VESTU?RIO ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6814","ST_1384371","31 - ROUPAS ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6815","ST_1384372","3101 - ROUPAS MASCULINAS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6816","ST_1384373","310101 - BERMUDA MASCULINA ","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6817","ST_1384374","310103 - TERNO E BLAZER MASCULINO ","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6818","ST_1384375","310105 - CAL?A COMPRIDA MASCULINA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6819","ST_1384376","310111 - CAMISA MASCULINA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6820","ST_1384377","310115 - AGASALHO MASCULINO","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6821","ST_1384378","310117 - ROUPA ?NTIMA MASCULINA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6822","ST_1384379","3103 - ROUPAS FEMININAS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6823","ST_1384380","310301 - BERMUDA FEMININA ","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6824","ST_1384381","310307 - BLUSA FEMININA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6825","ST_1384382","310309 - CAL?A COMPRIDA FEMININA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6826","ST_1384383","310313 - ROUPA ?NTIMA FEMININA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6827","ST_1384384","310319 - AGASALHO FEMININO","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6828","ST_1384385","310331 - VESTIDO E SAIA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6829","ST_1384386","3105 - ROUPAS INFANTIS ","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6830","ST_1384387","310501 - AGASALHO INFANTIL ","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6831","ST_1384388","310505 - BLUSA DE MALHA INFANTIL","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6832","ST_1384389","310507 - CAL?A INFANTIL ","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6833","ST_1384390","310513 - ROUPA INFANTIL PARA PR?TICA ESPORTIVA","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6834","ST_1384391","310517 - VESTIDO E SAIA INFANTIL","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6835","ST_1384392","32 - CAL?ADOS ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6836","ST_1384393","3201 - CAL?ADOS MASCULINOS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6837","ST_1384394","320105 - SAPATO MASCULINO","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6838","ST_1384395","320107 - T?NIS MASCULINO","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6839","ST_1384396","3203 - CAL?ADOS FEMININOS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6840","ST_1384397","320303 - SAND?LIA FEMININA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6841","ST_1384398","320305 - T?NIS FEMININO","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6842","ST_1384399","320307 - SAPATO FEMININO","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6843","ST_1384400","3205 - CAL?ADOS INFANTIS ","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6844","ST_1384401","320511 - T?NIS INFANTIL ","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"6845","ST_1384402","33 - ACESS?RIOS DO VESTU?RIO ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6846","ST_1384403","3301 - REL?GIOS E BIJUTERIAS","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6847","ST_1384404","330101 - BIJUTERIAS EM GERAL ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6848","ST_1384405","330105 - REL?GIO","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"6849","ST_1384406","3303 - CINTOS E BOLSAS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6850","ST_1384407","330301 - CINTO E BOLSA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6851","ST_1384408","35 - SERVI?OS DO VESTU?RIO ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6852","ST_1384409","3501 - SERVI?OS DE CONFEC??O ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6853","ST_1384410","350101 - ALFAIATE E COSTUREIRA","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6854","ST_1384411","3503 - CONSERVA??O DO VESTU?RIO ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6855","ST_1384412","350301 - TINTURARIA E LAVANDERIA ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6856","ST_1384413","4 - SA?DE E CUIDADOS PESSOAIS ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6857","ST_1384414","41 - SERVI?OS DE SA?DE ","indice","M","01/02/2003","04/01/2016","FGV|IBRE"
"6858","ST_1384415","4101 - HOSPITAIS E LABORAT?RIOS ","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
"6859","ST_1384416","410103 - EXAME DE LABORAT?RIO","indice","M","01/02/2003","12/01/2015","FGV|IBRE"
